timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2025-06-24 20:00:00+00:00,105550.29,106100.84,105405.98,105903.87,1.06504,1750809599999,112777.1672332,233,0.55923,59248.0012689,0.0
2025-06-25 00:00:00+00:00,106000.0,106666.66,105767.25,106258.5,1.29123,1750823999999,137363.073481,400,0.74474,79256.9846558,0.0
2025-06-25 04:00:00+00:00,106258.5,106660.59,106000.61,106610.59,0.52348,1750838399999,55608.3378217,180,0.32081,34101.469921,0.0
2025-06-25 08:00:00+00:00,106585.59,107259.15,106271.24,107213.6,0.85661,1750852799999,91610.5158392,742,0.56861,60861.5718094,0.0
2025-06-25 12:00:00+00:00,107201.08,108095.04,106803.73,106957.38,2.51812,1750867199999,270783.9130924,640,1.76442,189747.1502032,0.0
2025-06-25 16:00:00+00:00,106925.05,107849.13,106925.05,107716.84,2.34086,1750881599999,251566.9386695,334,1.65053,177332.595789,0.0
2025-06-25 20:00:00+00:00,107745.99,107939.88,107130.62,107179.03,0.91223,1750895999999,98036.6933049,226,0.45608,49055.6041215,0.0
2025-06-26 00:00:00+00:00,107286.68,108209.12,107109.77,107724.11,1.10916,1750910399999,119486.4458102,295,0.57976,62473.0012379,0.0
2025-06-26 04:00:00+00:00,107900.19,108000.0,107500.02,108000.0,0.18499,1750924799999,19963.1202268,75,0.15148,16354.5488248,0.0
2025-06-26 08:00:00+00:00,107871.24,108077.59,107155.12,107391.63,0.06458,1750939199999,6943.8138474,78,0.03167,3412.9749626,0.0
2025-06-26 12:00:00+00:00,107388.71,107701.4,106642.93,107319.61,0.50891,1750953599999,54510.1400961,530,0.38737,41502.1878054,0.0
2025-06-26 16:00:00+00:00,107291.53,107578.74,107048.31,107578.74,1.02209,1750967999999,109672.1136711,426,0.2309,24803.1745515,0.0
2025-06-26 20:00:00+00:00,107458.94,107894.3,106856.2,107013.01,0.83241,1750982399999,89379.3186796,269,0.27085,29127.8988183,0.0
